year,km_driven,mileage,engine,max_power,age,make,model,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,5,>5
2014.0,60000,22.54,1396.0,88.73,9.0,5.4588194834362715,4.609166666666667,1,0,1,0,0,0,1,1,0
2011.0,39513,23.95,998.0,67.05,12.0,4.684721460176991,2.536578947368421,0,0,0,0,0,1,1,1,0
2016.0,15068,21.4,1197.0,83.1,7.0,4.684721460176991,5.669622641509434,0,0,0,0,0,1,1,1,0
2016.0,27471,18.9,1197.0,82.0,7.0,5.4588194834362715,4.945,0,0,0,0,0,1,0,1,0
2017.0,25000,28.4,1248.0,74.02,6.0,4.684721460176991,8.025294117647059,0,0,1,0,0,0,1,1,0
2016.0,44236,12.99,2494.0,100.6,7.0,10.532762825904118,12.391666666666666,0,0,1,0,0,0,1,0,1
2017.0,62000,28.4,1248.0,74.0,6.0,4.684721460176991,5.328260869565217,0,0,1,0,0,0,1,1,0
2016.0,29119,20.3,998.0,68.05,7.0,5.4588194834362715,3.075,0,0,0,0,0,1,1,1,0
2010.0,55000,15.04,1598.0,103.6,13.0,5.540305519053876,3.6550000000000002,0,0,0,0,0,1,1,1,0
2016.0,30000,25.32,1198.0,77.0,7.0,7.315421238244514,4.723846153846154,0,0,1,0,0,0,1,0,1
2014.0,35000,18.9,1197.0,82.0,9.0,5.4588194834362715,4.532021276595745,1,0,0,0,0,1,1,1,0
2019.0,6000,24.3,1248.0,88.5,4.0,4.684721460176991,7.943,0,0,1,0,0,0,1,1,0
2015.0,78000,18.6,1197.0,85.8,8.0,4.684721460176991,4.7456,0,0,0,0,0,1,1,1,0
2017.0,31000,18.7,1199.0,88.7,6.0,5.9799016301292856,6.002777777777777,0,0,0,0,0,1,1,1,0
2016.0,35000,22.7,799.0,53.64,7.0,3.2051764705882353,2.6685185185185185,1,0,0,0,0,1,1,1,0
2017.0,22000,18.9,1197.0,81.86,6.0,5.4588194834362715,4.532021276595745,0,0,0,0,0,1,1,1,0
2008.0,110000,17.8,1248.0,75.0,15.0,4.684721460176991,2.567083333333333,1,0,1,0,0,0,1,1,0
2013.0,76000,21.1,814.0,55.2,10.0,5.4588194834362715,2.2525,0,0,0,0,0,1,1,1,0
2016.0,70000,13.5,2198.0,157.7,7.0,5.858258333333332,20.90083333333332,0,0,1,0,0,0,1,0,1
2017.0,54114,28.4,1248.0,74.0,6.0,4.684721460176991,4.4379333333333335,0,0,1,0,0,0,1,1,0
2014.0,44852,19.1,1197.0,85.8,9.0,4.684721460176991,4.33139705882353,0,0,0,0,0,1,1,1,0
2019.0,19000,17.8,1198.0,86.7,4.0,5.9799016301292856,5.455,0,0,0,0,0,1,1,1,0
2012.0,50000,22.32,1582.0,126.3,11.0,5.4588194834362715,5.0062500000000005,0,0,1,0,0,0,1,1,0
2017.0,35000,28.4,1248.0,74.0,6.0,4.684721460176991,8.25,0,0,1,0,0,0,0,1,0
2013.0,51405,28.4,1248.0,74.0,10.0,4.684721460176991,4.4379333333333335,0,0,1,0,0,0,1,1,0
2011.0,280000,20.54,1598.0,103.6,12.0,5.540305519053876,3.9655555555555555,1,0,1,0,0,0,1,1,0
2015.0,72000,12.07,2967.0,241.4,8.0,17.177584876543193,20.90249999999996,0,0,1,0,0,0,0,0,1
2014.0,58158,24.5,1498.0,98.6,9.0,5.9799016301292856,6.1899999999999995,0,0,1,0,0,0,1,0,1
2013.0,40000,19.81,1086.0,68.05,10.0,5.4588194834362715,3.253030303030303,1,0,0,0,0,1,1,1,0
2013.0,100000,15.4,2179.0,120.0,10.0,7.315421238244514,6.0,1,0,1,0,0,0,1,0,1
2015.0,59962,18.0,1198.0,86.7,8.0,5.9799016301292856,3.89,0,0,0,0,0,1,1,1,0
2017.0,45000,18.6,1197.0,81.86,6.0,5.4588194834362715,6.461,0,0,0,0,0,1,1,1,0
2017.0,60000,13.68,2393.0,147.8,6.0,10.532762825904118,17.507749999999994,1,0,1,0,0,0,1,0,1
2010.0,20000,26.0,624.0,35.0,13.0,4.381194170957776,0.686635,1,0,0,0,0,1,1,0,0
2018.0,42000,23.01,999.0,67.0,5.0,4.606650943396226,3.493584905660377,0,0,0,0,0,1,1,1,0
2018.0,31500,28.4,1248.0,74.02,5.0,4.684721460176991,7.425,1,0,1,0,0,0,0,1,0
2011.0,45000,17.0,1497.0,118.0,12.0,5.9799016301292856,4.668857142857143,0,0,0,0,0,1,1,1,0
2014.0,90000,15.1,2179.0,140.0,9.0,7.315421238244514,7.3540909090909095,1,0,1,0,0,0,1,0,1
2018.0,25000,17.5,1373.0,80.46,5.0,4.684721460176991,7.1819999999999995,0,0,0,0,0,0,1,0,1
2013.0,45000,19.4,1198.0,86.8,10.0,5.9799016301292856,3.2783928571428573,0,0,0,0,0,1,1,1,0
2017.0,165000,13.68,2393.0,147.8,6.0,10.532762825904118,13.2,1,0,1,0,0,0,1,0,1
2008.0,94603,10.9,2497.0,215.0,15.0,17.34901656314698,6.5,0,0,0,0,0,1,0,1,0
2014.0,200000,20.45,1461.0,83.8,9.0,4.611877162629757,6.078571428571429,1,0,1,0,0,0,1,1,0
2017.0,26000,20.14,1197.0,81.86,6.0,5.4588194834362715,5.13125,1,0,0,0,0,1,1,1,0
2015.0,42715,18.9,1197.0,82.0,8.0,5.4588194834362715,4.532021276595745,0,0,0,0,0,1,1,1,0
2012.0,50000,20.0,1399.0,68.0,11.0,5.858258333333332,2.4525,1,0,1,0,0,0,1,1,0
2016.0,65000,17.8,1497.0,117.3,7.0,5.9799016301292856,7.5329411764705885,0,0,0,0,0,1,1,1,0
2016.0,30000,13.0,1591.0,121.3,7.0,5.4588194834362715,10.2035,0,0,0,0,0,1,1,1,0
2009.0,72546,16.1,1298.0,88.2,14.0,4.684721460176991,2.95,0,0,0,0,0,1,1,1,0
2018.0,28000,20.68,1995.0,188.0,5.0,17.34901656314698,19.29638888888886,0,0,1,0,0,0,0,1,0
2012.0,138000,23.2,1248.0,73.94,11.0,4.684721460176991,3.251212121212121,1,0,1,0,0,0,1,1,0
2016.0,91245,25.83,1498.0,99.0,7.0,5.858258333333332,5.527368421052631,0,0,1,0,0,0,1,1,0
2015.0,93469,15.4,2179.0,120.0,8.0,7.315421238244514,9.807142857142859,0,0,1,0,0,0,1,0,1
2016.0,69000,19.1,1197.0,82.0,7.0,5.4588194834362715,4.330952380952381,0,0,0,0,0,1,1,1,0
2017.0,65000,24.52,1248.0,88.5,6.0,4.684721460176991,8.544444444444444,1,0,1,0,0,0,1,0,1
2012.0,100000,18.6,1197.0,85.8,11.0,4.684721460176991,4.616,1,0,0,0,0,1,1,1,0
2013.0,44000,20.0,1399.0,68.1,10.0,5.858258333333332,2.607142857142857,0,0,1,0,0,0,1,1,0
2016.0,95904,14.28,1798.0,138.03,7.0,10.532762825904118,11.298333333333334,0,0,0,0,0,1,0,1,0
2015.0,40000,20.51,998.0,67.04,8.0,4.684721460176991,4.166666666666667,1,0,0,0,0,1,0,1,0
2019.0,18700,23.7,1396.0,88.7,4.0,5.4588194834362715,10.733,1,0,1,0,0,0,1,1,0
2017.0,35000,12.0,1991.0,184.0,6.0,17.07147938144328,15.950227272727256,0,0,0,0,0,1,0,1,0
2013.0,100000,21.43,1364.0,87.2,10.0,10.532762825904118,9.0625,0,0,1,0,0,0,1,1,0
2016.0,40000,20.73,1373.0,91.1,7.0,4.684721460176991,6.7,1,0,0,0,0,1,1,1,0
2011.0,120000,23.57,1396.0,70.0,12.0,4.381194170957776,2.183529411764706,1,0,1,0,0,0,1,1,0
2012.0,10000,20.92,998.0,67.1,11.0,4.684721460176991,2.242676056338028,1,0,0,0,0,1,1,1,0
2015.0,44300,16.93,1197.0,103.2,8.0,5.540305519053876,6.605714285714286,0,0,0,0,0,1,0,1,0
2014.0,78409,16.5,1499.0,110.0,9.0,5.858258333333332,6.1475,0,0,0,0,0,1,0,1,0
2012.0,170000,11.88,1086.0,62.1,11.0,5.4588194834362715,2.2,1,0,0,0,0,0,1,1,0
2017.0,50000,11.36,2755.0,171.5,6.0,10.532762825904118,17.640833333333333,0,0,1,0,0,0,0,0,1
2015.0,60200,21.94,1196.0,61.7,8.0,4.684721460176991,3.8763157894736846,0,0,0,0,0,0,1,1,0
2015.0,80000,18.6,1197.0,81.83,8.0,5.4588194834362715,5.008,1,0,0,0,0,1,1,1,0
2018.0,35000,19.44,1198.0,67.0,5.0,3.2051764705882353,4.05,1,0,0,0,0,1,1,0,1
2017.0,40000,26.6,998.0,58.16,6.0,4.684721460176991,3.2974666666666668,1,0,0,0,0,0,1,1,0
2016.0,56000,16.0,2179.0,140.0,7.0,7.315421238244514,13.057142857142859,0,0,1,0,0,0,0,0,1
2017.0,31000,20.63,1198.0,67.0,6.0,3.2051764705882353,3.0157142857142856,0,0,0,0,0,1,1,1,0
2010.0,107600,17.8,1248.0,75.0,13.0,4.684721460176991,2.567083333333333,0,0,1,0,0,0,1,1,0
2009.0,91200,23.26,1197.0,88.5,14.0,4.684721460176991,4.531666666666666,0,0,0,0,0,1,1,1,0
2017.0,52300,13.68,2393.0,147.51,6.0,10.532762825904118,15.3375,0,0,1,0,0,0,1,0,1
2015.0,70000,28.4,1248.0,74.02,8.0,4.684721460176991,5.282048611111112,0,0,1,0,0,0,1,1,0
2017.0,49000,18.6,1197.0,81.83,6.0,5.4588194834362715,5.797,0,0,0,0,0,1,1,1,0
2006.0,43000,15.4,1590.0,94.0,17.0,4.684721460176991,0.8999999999999999,1,0,0,0,0,1,1,1,0
2019.0,35000,17.8,1198.0,86.7,4.0,5.9799016301292856,5.366538461538462,0,0,0,0,0,1,1,1,0
2017.0,55000,16.36,2179.0,140.0,6.0,7.315421238244514,14.45,1,0,1,0,0,0,1,0,1
2010.0,35760,23.95,998.0,67.05,13.0,4.684721460176991,3.1449586776859504,0,0,0,0,0,1,1,1,0
2011.0,150000,20.0,1399.0,68.0,12.0,5.858258333333332,2.4525,1,0,1,0,0,0,1,1,0
2013.0,61000,24.0,1120.0,70.0,10.0,5.4588194834362715,3.6963333333333335,0,0,1,0,0,0,1,1,0
2018.0,43000,21.5,1497.0,108.5,5.0,4.381194170957776,8.8275,0,0,1,0,0,0,1,1,0
2008.0,86000,18.9,998.0,67.1,15.0,4.684721460176991,2.4587774725274727,0,0,0,0,0,1,1,1,0
2014.0,116653,17.05,1995.0,184.0,9.0,17.34901656314698,16.20124999999998,0,0,1,0,0,0,0,1,0
2016.0,71000,21.64,1461.0,84.8,7.0,4.611877162629757,3.4813043478260868,0,0,1,0,0,0,1,1,0
2020.0,15000,21.0,1498.0,74.96,3.0,7.315421238244514,6.8,1,0,1,0,0,0,1,0,1
2009.0,17000,19.0,998.0,66.1,14.0,4.684721460176991,2.7,0,0,0,0,0,1,1,1,0
2019.0,25000,21.01,1197.0,81.8,4.0,4.684721460176991,6.850555555555555,1,0,0,0,0,1,1,1,0
2007.0,50000,18.2,1061.0,64.0,16.0,4.684721460176991,1.13375,1,0,0,0,0,1,1,1,0
2015.0,49163,22.74,796.0,47.3,8.0,4.684721460176991,2.646137566137566,0,0,0,0,0,1,1,1,0
2015.0,55000,21.1,1197.0,85.8,8.0,4.684721460176991,2.9990909090909095,0,0,0,0,0,1,1,1,0
2013.0,73000,21.64,1461.0,84.8,10.0,4.611877162629757,3.853333333333333,1,0,1,0,0,0,1,1,0
2017.0,70000,21.38,1396.0,88.7,6.0,5.4588194834362715,8.833636363636364,1,0,1,0,0,0,1,1,0
2013.0,65600,17.21,1493.0,100.0,10.0,7.315421238244514,3.3516666666666666,1,0,1,0,0,0,1,0,1
2017.0,28000,14.84,1598.0,103.2,6.0,7.182097156398103,8.25,0,0,0,0,0,1,0,1,0
2015.0,38000,19.1,1197.0,82.0,8.0,5.4588194834362715,4.917857142857143,0,0,0,0,0,1,1,1,0
2019.0,10000,19.83,1198.0,67.0,4.0,3.2051764705882353,4.096666666666667,1,0,0,0,0,1,1,1,0
2017.0,59500,17.1,1956.0,170.0,6.0,16.261890243902435,16.175,0,0,1,0,0,0,1,1,0
2014.0,266007,12.55,2982.0,168.5,9.0,10.532762825904118,15.22369565217391,0,0,1,0,0,0,0,0,1
2008.0,59106,17.0,1086.0,5.0,15.0,5.4588194834362715,2.65,0,0,0,0,0,1,0,1,0
2016.0,89000,26.59,1248.0,74.0,7.0,4.684721460176991,5.282048611111112,0,0,1,0,0,0,1,1,0
2006.0,179000,12.8,2494.0,102.0,17.0,10.532762825904118,6.694444444444445,0,0,1,0,0,0,1,0,1
2016.0,68000,25.32,1198.0,77.0,7.0,7.315421238244514,4.723846153846154,0,0,1,0,0,0,1,0,1
2014.0,62000,26.0,1498.0,98.6,9.0,5.9799016301292856,5.963454545454546,0,0,1,0,0,0,1,1,0
2014.0,17205,16.47,1198.0,74.0,9.0,5.540305519053876,4.985,0,0,0,0,0,1,1,1,0
2014.0,115239,19.01,1461.0,108.5,9.0,4.611877162629757,5.304444444444445,0,0,1,0,0,0,1,1,0
2014.0,103247,22.32,1582.0,126.32,9.0,5.4588194834362715,5.2674,0,0,1,0,0,0,1,1,0
2018.0,30000,25.17,799.0,53.3,5.0,4.606650943396226,3.1462962962962964,1,0,0,0,0,1,1,1,0
2014.0,52117,18.9,1197.0,82.0,9.0,5.4588194834362715,4.8187500000000005,0,0,0,0,0,1,1,1,0
2014.0,30000,21.1,814.0,55.2,9.0,5.4588194834362715,2.3792857142857144,1,0,0,0,0,1,1,1,0
2016.0,32000,17.9,2143.0,168.0,7.0,17.07147938144328,20.90249999999996,0,0,1,0,0,0,0,1,0
2019.0,2200,17.19,1197.0,81.86,4.0,5.4588194834362715,6.3875,0,0,0,0,0,1,1,1,0
2017.0,85000,24.3,1248.0,88.5,6.0,4.684721460176991,6.921904761904763,0,0,1,0,0,0,1,1,0
2013.0,60000,19.5,1582.0,126.24,10.0,5.4588194834362715,8.936153846153847,0,0,1,0,0,0,0,1,0
2017.0,55000,18.9,1197.0,81.86,6.0,5.4588194834362715,5.07551724137931,0,0,0,0,0,1,1,1,0
2014.0,162000,12.99,2494.0,100.6,9.0,10.532762825904118,7.743513513513514,1,0,1,0,0,0,1,0,1
2016.0,32568,28.09,1248.0,88.5,7.0,4.684721460176991,5.577777777777778,0,0,1,0,0,0,1,1,0
2015.0,58000,18.0,1197.0,82.0,8.0,5.4588194834362715,3.966666666666667,0,0,0,0,0,1,1,1,0
2014.0,10000,20.3,998.0,68.05,9.0,5.4588194834362715,2.6,1,0,0,0,0,1,1,1,0
2012.0,67000,10.0,2148.0,170.0,11.0,17.07147938144328,14.974038461538445,0,0,1,0,0,0,0,1,0
2016.0,64579,14.1,2179.0,148.0,7.0,4.381194170957776,8.75,0,0,1,0,0,0,1,0,1
2014.0,90000,20.86,1199.0,75.0,9.0,7.182097156398103,2.7,1,0,1,0,0,0,1,1,0
2016.0,120000,10.91,3198.0,197.0,7.0,5.858258333333332,20.90249999999996,0,0,1,0,0,0,0,0,1
2012.0,104000,11.72,2199.0,194.3,11.0,5.4588194834362715,8.25,0,0,1,0,0,0,0,0,1
2017.0,29000,18.9,1197.0,81.86,6.0,5.4588194834362715,5.300000000000001,0,0,0,0,0,1,1,1,0
2014.0,44000,18.5,1197.0,82.85,9.0,5.4588194834362715,3.715217391304348,0,0,0,0,0,1,1,1,0
2017.0,48592,18.7,1896.0,66.0,6.0,7.182097156398103,9.825,0,0,1,0,0,0,1,1,0
2012.0,91462,19.08,1582.0,126.32,11.0,5.4588194834362715,5.835,0,0,1,0,0,0,0,1,0
2015.0,110000,16.0,2179.0,140.0,8.0,7.315421238244514,13.942857142857141,1,0,1,0,0,0,1,0,1
2011.0,89157,21.43,1364.0,87.2,12.0,10.532762825904118,5.388,0,0,1,0,0,0,1,1,0
2014.0,34200,16.02,1373.0,93.7,9.0,4.684721460176991,6.090999999999999,1,0,0,0,0,1,1,0,1
2018.0,33955,33.54,998.0,67.04,5.0,4.684721460176991,3.7321739130434786,0,1,0,0,0,0,1,1,0
2016.0,36000,13.0,2143.0,204.0,7.0,17.07147938144328,19.012115384615363,0,0,1,0,0,0,0,1,0
2018.0,14000,19.49,1198.0,67.04,5.0,4.611877162629757,4.443333333333333,0,0,0,0,0,1,1,1,0
2013.0,56000,19.3,1248.0,73.9,10.0,4.684721460176991,5.282048611111112,1,0,1,0,0,0,1,1,0
2011.0,10948,14.84,2143.0,167.62,12.0,17.07147938144328,15.175416666666662,0,0,1,0,0,0,0,1,0
2015.0,90000,27.3,1498.0,98.6,8.0,5.9799016301292856,6.472727272727273,1,0,1,0,0,0,1,1,0
2011.0,61300,15.5,1586.0,103.3,12.0,4.684721460176991,3.054,0,0,0,0,0,1,1,1,0
2010.0,90000,17.0,1197.0,80.0,13.0,5.4588194834362715,3.5853333333333333,1,0,0,0,0,1,1,1,0
2010.0,35000,19.0,998.0,66.1,13.0,4.684721460176991,2.2195652173913043,1,0,0,0,0,1,1,1,0
2001.0,40000,16.1,796.0,37.0,22.0,4.684721460176991,0.6,1,0,0,0,0,1,1,0,0
2016.0,16500,19.81,1086.0,68.05,7.0,5.4588194834362715,3.253030303030303,0,0,0,0,0,1,1,1,0
2014.0,74528,18.5,1197.0,85.8,9.0,4.684721460176991,2.9990909090909095,0,0,0,0,0,1,1,1,0
2004.0,58000,19.7,796.0,46.3,19.0,4.684721460176991,1.184,0,0,0,0,0,1,1,1,0
2014.0,52000,23.95,998.0,67.05,9.0,4.684721460176991,2.536578947368421,0,0,0,0,0,1,1,1,0
2012.0,100000,15.96,2523.0,62.1,11.0,7.315421238244514,5.794,1,0,1,0,0,0,1,0,1
2013.0,50000,120.0,0.0,25.5,10.0,7.315421238244514,3.25,1,0,0,1,0,0,0,1,0
2010.0,110000,14.8,1799.0,130.2,13.0,5.9799016301292856,2.8405882352941174,1,0,0,0,0,1,1,1,0
2013.0,65278,22.32,1582.0,126.32,10.0,5.4588194834362715,5.2674,0,0,1,0,0,0,1,1,0
2017.0,63000,15.73,1968.0,174.33,6.0,17.177584876543193,19.262499999999985,0,0,1,0,0,0,0,1,0
2015.0,190000,22.54,1396.0,88.73,8.0,5.4588194834362715,5.684318181818182,1,0,1,0,0,0,1,1,0
2017.0,35000,24.04,999.0,67.0,6.0,4.606650943396226,3.49,0,0,0,0,0,1,0,1,0
2007.0,60235,19.7,796.0,46.3,16.0,4.684721460176991,1.5728181818181817,0,0,0,0,0,1,1,1,0
2012.0,88168,22.32,1582.0,126.3,11.0,5.4588194834362715,5.0062500000000005,0,0,1,0,0,0,1,1,0
2011.0,69988,20.54,1598.0,103.6,12.0,5.540305519053876,3.754318181818182,0,0,1,0,0,0,1,1,0
2018.0,22000,17.0,1198.0,73.75,5.0,5.540305519053876,4.85,0,0,0,0,0,1,1,1,0
2015.0,103000,28.09,1248.0,88.5,8.0,4.684721460176991,6.8917241379310346,1,0,1,0,0,0,1,1,0
2012.0,110000,22.9,1248.0,74.0,11.0,4.684721460176991,4.4379333333333335,1,0,1,0,0,0,1,1,0
2009.0,110000,13.45,1086.0,62.1,14.0,5.4588194834362715,2.0,1,0,0,0,1,0,1,1,0
2015.0,48300,22.54,1396.0,88.73,8.0,5.4588194834362715,4.609166666666667,0,0,1,0,0,0,1,1,0
2015.0,49500,19.16,2494.0,157.7,8.0,10.532762825904118,18.034545454545455,0,0,0,1,0,0,0,1,0
2015.0,33766,20.51,998.0,67.04,8.0,4.684721460176991,3.329634146341463,0,0,0,0,0,1,1,1,0
2017.0,32000,18.6,1197.0,81.83,6.0,5.4588194834362715,5.764117647058823,0,0,0,0,0,1,1,1,0
2011.0,54000,20.86,1199.0,73.9,12.0,7.182097156398103,2.766666666666667,0,0,1,0,0,0,1,1,0
2013.0,35000,18.9,998.0,67.1,10.0,4.684721460176991,2.8341935483870966,1,0,0,0,0,1,1,1,0
2016.0,72000,25.32,1198.0,77.0,7.0,7.315421238244514,4.5,0,0,1,0,0,0,1,0,1
2019.0,30000,27.4,1498.0,98.63,4.0,5.9799016301292856,5.825,1,0,1,0,0,0,1,1,0
2018.0,16500,17.43,1396.0,105.5,5.0,5.4588194834362715,5.757142857142857,0,0,0,0,0,1,1,1,0
2019.0,10000,25.17,799.0,53.3,4.0,4.606650943396226,3.0519999999999996,1,0,0,0,0,1,1,1,0
2015.0,52000,22.74,796.0,47.3,8.0,4.684721460176991,2.99,0,0,0,0,0,1,1,1,0
2012.0,68500,17.6,1496.0,5.0,11.0,10.532762825904118,4.046153846153846,0,0,0,0,0,1,1,1,0
2017.0,10000,14.3,1598.0,103.52,6.0,7.182097156398103,7.3999999999999995,0,0,0,0,0,1,0,1,0
2017.0,70000,28.4,1248.0,74.02,6.0,4.684721460176991,5.282048611111112,1,0,1,0,0,0,1,1,0
2016.0,35600,22.0,1197.0,81.8,7.0,4.684721460176991,5.942068965517241,0,0,0,0,0,1,1,1,0
2017.0,61000,24.3,1248.0,88.5,6.0,4.684721460176991,6.921904761904763,0,0,1,0,0,0,1,1,0
2017.0,30000,24.04,999.0,67.0,6.0,4.606650943396226,3.9722222222222223,1,0,0,0,0,1,0,1,0
2011.0,65000,18.5,1197.0,80.0,12.0,5.4588194834362715,3.341666666666667,0,0,0,0,0,1,1,1,0
2018.0,31000,17.9,2143.0,136.0,5.0,17.07147938144328,20.47823529411762,0,0,1,0,0,0,0,1,0
2013.0,80000,19.87,1461.0,83.8,10.0,4.606650943396226,5.140666666666667,0,0,1,0,0,0,1,1,0
2013.0,80000,12.39,2179.0,147.51,10.0,20.560147058823492,12.75,0,0,1,0,0,0,0,1,0
2017.0,62000,24.52,1248.0,88.5,6.0,4.684721460176991,7.772051282051282,0,0,1,0,0,0,1,0,1
2014.0,85000,19.6,1461.0,108.45,9.0,4.606650943396226,5.230294117647059,0,0,1,0,0,0,1,1,0
2010.0,141000,16.07,1995.0,181.0,13.0,17.34901656314698,10.92375,0,0,1,0,0,0,0,1,0
2017.0,93000,23.65,1248.0,88.5,6.0,4.684721460176991,7.680000000000001,0,0,1,0,0,0,1,1,0
2018.0,32500,17.42,1968.0,175.0,5.0,5.540305519053876,20.90249999999996,0,0,1,0,0,0,0,1,0
2008.0,120000,17.0,1405.0,70.0,15.0,4.381194170957776,1.3657142857142859,1,0,1,0,0,0,1,1,0
2012.0,30917,22.32,1582.0,126.3,11.0,5.4588194834362715,4.91875,0,0,1,0,0,0,1,1,0
2019.0,5700,15.01,1998.0,248.08,4.0,17.34901656314698,20.90249999999996,0,0,0,0,0,1,0,1,0
2015.0,65000,19.59,1995.0,184.0,8.0,17.34901656314698,20.393214285714258,0,0,1,0,0,0,0,1,0
2017.0,51962,18.6,1197.0,81.83,6.0,5.4588194834362715,5.028888888888889,0,0,0,0,0,1,1,1,0
2013.0,57593,24.52,1248.0,88.5,10.0,4.684721460176991,7.433333333333334,0,0,1,0,0,0,1,0,1
2018.0,22000,21.4,1197.0,83.1,5.0,4.684721460176991,6.549166666666667,0,0,0,0,0,1,1,1,0
2018.0,21450,18.16,1196.0,86.8,5.0,5.858258333333332,5.5,0,0,0,0,0,1,1,1,0
2012.0,41000,19.2,1197.0,80.0,11.0,5.4588194834362715,3.85,0,0,0,0,0,1,0,1,0
2013.0,34000,15.04,1598.0,103.6,10.0,5.540305519053876,3.6550000000000002,1,0,0,0,0,1,1,1,0
2018.0,25000,28.4,1248.0,74.02,5.0,4.684721460176991,7.425,0,0,1,0,0,0,0,1,0
2018.0,17750,16.0,2179.0,140.0,5.0,7.315421238244514,13.366666666666667,0,0,1,0,0,0,0,0,1
2018.0,30000,21.79,998.0,67.05,5.0,4.684721460176991,3.329634146341463,0,0,0,0,0,1,1,1,0
2015.0,66000,25.8,1498.0,98.6,8.0,5.9799016301292856,3.9415686274509807,0,0,1,0,0,0,1,1,0
2012.0,103000,14.3,1598.0,105.0,11.0,7.182097156398103,4.666666666666667,0,0,0,0,0,1,0,1,0
2015.0,29000,18.9,1197.0,82.0,8.0,5.4588194834362715,4.8187500000000005,0,0,0,0,0,1,1,1,0
2018.0,7000,24.04,999.0,67.0,5.0,4.606650943396226,3.9722222222222223,0,0,0,0,0,1,0,1,0
2011.0,100000,23.08,1461.0,63.1,12.0,4.611877162629757,2.7405,1,0,1,0,0,0,1,1,0
2015.0,147000,14.0,2179.0,138.1,8.0,4.381194170957776,6.654545454545455,1,0,1,0,0,0,1,0,1
2014.0,51000,25.1,1498.0,98.6,9.0,5.9799016301292856,6.670465116279069,1,0,1,0,0,0,1,1,0
2011.0,70000,7.81,5461.0,362.9,12.0,17.07147938144328,16.87624999999998,0,0,0,0,0,1,0,1,0
2014.0,123000,23.59,1364.0,67.1,9.0,10.532762825904118,4.0,1,0,1,0,0,0,1,1,0
2015.0,120000,19.08,1582.0,126.2,8.0,5.4588194834362715,7.6571428571428575,1,0,1,0,0,0,0,1,0
2016.0,110000,17.57,1193.0,88.7,7.0,4.381194170957776,3.3550000000000004,1,0,0,0,0,1,1,1,0
2010.0,70000,19.7,1598.0,103.6,13.0,5.540305519053876,4.908333333333334,1,0,1,0,0,0,1,1,0
2018.0,60000,17.0,1198.0,108.5,5.0,4.381194170957776,6.616666666666666,1,0,0,0,0,1,1,1,0
2001.0,40000,17.3,993.0,60.0,22.0,4.684721460176991,1.05,1,0,0,0,0,1,1,1,0
2016.0,80000,21.21,1197.0,81.8,7.0,4.684721460176991,4.7456,1,0,0,0,0,1,1,1,0
2011.0,35000,13.93,2179.0,138.0,12.0,4.381194170957776,6.75,1,0,1,0,0,0,1,0,1
2014.0,43000,22.7,1498.0,89.84,9.0,5.858258333333332,5.540882352941176,0,0,1,0,0,0,1,1,0
2016.0,50000,18.9,1197.0,82.0,7.0,5.4588194834362715,4.881666666666667,1,0,0,0,0,1,1,1,0
2015.0,39000,13.14,1798.0,160.0,8.0,7.182097156398103,4.854285714285715,0,0,0,0,0,1,1,1,0
2017.0,44046,28.09,1248.0,88.5,6.0,4.684721460176991,6.8917241379310346,0,0,1,0,0,0,1,1,0
2013.0,80000,14.7,796.0,37.0,10.0,4.684721460176991,1.225,1,0,0,0,0,1,1,0,1
2017.0,23000,18.53,1968.0,187.74,6.0,17.177584876543193,20.90249999999996,0,0,1,0,0,0,0,1,0
2015.0,20319,18.16,1196.0,86.8,8.0,5.858258333333332,5.105,0,0,0,0,0,1,1,1,0
2011.0,76000,21.5,1248.0,88.8,12.0,4.684721460176991,3.4316666666666666,0,0,1,0,0,0,1,1,0
2018.0,20000,15.37,1196.0,73.0,5.0,4.684721460176991,2.8642857142857143,1,0,0,0,0,1,1,1,0
2017.0,69480,23.59,1364.0,67.05,6.0,10.532762825904118,7.075,0,0,1,0,0,0,1,1,0
2012.0,148000,18.6,1388.0,67.0,11.0,5.858258333333332,2.7875,1,0,1,0,0,0,1,1,0
2012.0,84000,21.43,1364.0,87.2,11.0,10.532762825904118,5.388,0,0,1,0,0,0,1,1,0
2020.0,4500,19.01,1462.0,103.26,3.0,4.684721460176991,6.090999999999999,1,0,0,0,0,1,1,0,1
2016.0,28963,28.09,1248.0,88.5,7.0,4.684721460176991,6.8917241379310346,0,0,1,0,0,0,1,1,0
2014.0,28600,17.57,1193.0,88.7,9.0,4.381194170957776,3.7875,1,0,0,0,0,1,1,1,0
2013.0,209000,12.05,2179.0,120.0,10.0,7.315421238244514,5.416666666666667,1,0,1,0,0,0,1,0,1
2018.0,25000,24.4,1498.0,98.63,5.0,5.858258333333332,7.9275,1,0,1,0,0,0,1,1,0
2019.0,22000,24.3,1248.0,88.5,4.0,4.684721460176991,8.828,0,0,1,0,0,0,0,1,0
2015.0,66000,23.95,998.0,67.05,8.0,4.684721460176991,3.7800000000000002,0,0,0,0,0,1,0,1,0
2012.0,120000,20.54,1598.0,103.6,11.0,5.540305519053876,3.754318181818182,1,0,1,0,0,0,1,1,0
